เขียนคำผิดเยอะจังค่ะ แต่โพลดีมากเป็นตัวเลือกได้เยอะเลย
แนะนำอันนี้คะแอด Temperature of love ฟินมาก
เราชอบอ่านการ์ตูนด้วยไง เรื่องนี้คือชอบที่สุดลุ้นทุกตอนเลย
แนะนำเรื่องนี้ค่ะ Extraordinary you ปี 2019 พระเอกนางเอกน่ารักมากกก ตัวประกอบก็ดีสุดๆ งานดีทั้งเรื่องค่ะ (ผช.ความสูงเฉลี่ย 186 ซม.) 
เนื่องในโอกาสที่เพื่อนทั้ง2 สมัคร viu
Love​ in​ sadness​ เรื่องนี้ก็สนุก​ครบรส
ดูซีรีส์ไปด้วย หาไรกินไปด้วยมั้ยยย ลดราคาสุดๆๆเอาใจช่วยคนอยู่บ้าน มีรสเนื้อ เป็ดค่าส่ง+50
พลาดมากกก ไม่ได้ดู Reply 1988 ภาคที่ดีที่สุดของ Reply ดูหนังจบแล้ว รู้สึกตัวเองเป็นคนดี มีความสุข วิ่งอยู่ท่ามกลางทุ่งลาเวนเดอร์
แนะนำเรื่องนี้ด้วย Reply 1988 คือดีมากกกกก ดูแล้วอิ่มใจมากกก มันน่ารัก มันดีไปหมดเลย พัคโบกอมคือน่าเอ็นดูสุด ชอบบบ
แนะนำเรื่องนี้ค่ะสนุกมากกกกกกกกกกกกกกก
faith ก็สนุกนะแอด เพลงเพราะมาก ร้องไห้ซึมเลยอะ ลีมินโฮเป็นพระเอกเลยนะ
หมอนสกรีนเริ่มต้นที่ 69 บาทค่ะ
แอบแปลกใจที่ไม่มี Secret Garden (เอ๊ะหรือมันเก่าไป ) ถ้ายังไม่ได้ดูแนะนำนะคะ ตอนนั้นดังมาก สนุกมากด้วย น้ำตาไหลพรากๆ
healer ก็สนุกค่ะ ดู 5 รอบก็ไม่เบื่อ อุคหล่อ 
Live Up To Your Name เกี่ยวกับหมอข้ามเวลาสนุกดีชอบมาก
คนดูละครเรื่องนี้มีแฟนเป็นทหารแน่นอนเลย
